#Table: J/ApJS/95/535/./table15.dat (cdsarc.u-strasbg.fr)
----------------------------------------------------------------------------
         |         |         |          |         |         |  |  |T|    | I
         |         |         |          |         |         |  |  |y|    |so
         |         |         |          |         |         |  |  |p|    |to
    sigma|       R2|        A|         E|  log(gf)|        S|vu|vl|e|  Jl|pe
---------|---------|---------|----------|---------|---------|--|--|-|----|--
5517.4181|1.018E-05|2.706E-01|15208.3192|1.399E-06|4.301E-25| 8| 5|P|  53|36
5517.4808|8.352E-05|2.187E+00|25451.3434|1.842E-05|3.954E-26|10| 7|R|  84|46
5517.4848|9.636E-05|2.527E+00|34194.3096|2.849E-05|9.972E-28| 9| 6|R| 113|27
5517.4888|5.468E-06|1.456E-01|11808.2394|6.666E-07|9.800E-25| 7| 4|P|  47|38
5517.5005|4.668E-05|1.312E+00|15980.7165|9.687E-07|1.986E-25|11| 8|P|   8|37
5517.5135|3.451E-05|9.058E-01|40915.0057|1.262E-05|1.818E-29| 6| 3|R| 140|26
5517.5489|1.175E-06|3.120E-02|11115.2877|1.951E-07|3.999E-25| 5| 2|P|  64|38
5517.5521|2.913E-06|7.727E-02|15952.8238|5.517E-07|1.217E-25| 6| 3|P|  73|27
5517.5734|1.203E-06|3.191E-02|12718.9951|2.184E-07|2.140E-25| 5| 2|P|  70|37
5517.6507|1.401E-04|3.642E+00|22049.6611|1.345E-05|1.554E-25|13|10|R|  36|36
5517.6640|8.173E-05|2.095E+00|18237.7807|3.816E-06|2.651E-25|12| 9|R|  17|37
5517.6978|3.039E-06|8.057E-02|17642.3428|6.149E-07|6.232E-26| 6| 3|P|  78|26
5517.7127|1.010E-05|2.696E-01|12317.5057|9.690E-07|1.116E-24| 8| 5|P|  37|38
5517.7262|1.295E-04|3.355E+00|21185.1805|9.745E-06|1.704E-25|13|10|R|  28|36
5517.7291|1.743E-05|4.668E-01|13517.3390|1.356E-06|8.909E-25| 9| 6|P|  30|46
5517.7959|4.908E-06|1.288E-01|33849.8348|1.782E-06|6.720E-29| 4| 1|R| 139|38
5517.7967|6.689E-05|1.753E+00|27409.0855|1.700E-05|1.428E-26| 9| 6|R|  97|46
5517.8266|2.989E-05|8.250E-01|14019.2145|8.530E-07|4.343E-25|10| 7|P|  11|38
5517.8395|4.897E-05|8.601E-01|15761.3161|1.270E-07|2.845E-26|11| 8|R|   0|46
5517.8479|1.338E-06|3.512E-02|35193.4262|5.101E-07|1.010E-29| 3| 0|R| 146|38
5517.9297|1.730E-05|4.624E-01|14169.7012|1.571E-06|7.677E-25| 9| 6|P|  35|37
5517.9431|5.230E-05|1.318E+00|15858.0519|1.492E-06|3.146E-25|11| 8|R|  10|38
5517.9478|2.407E-04|6.284E+00|27032.4001|3.372E-05|3.784E-26|14|11|R|  53|26
5518.0137|4.386E-05|1.176E+00|17720.0770|3.299E-06|3.118E-25|11| 8|P|  29|27
5518.0196|1.387E-04|3.605E+00|21930.1441|1.296E-05|1.585E-25|13|10|R|  35|36
5518.0752|1.308E-04|3.390E+00|21281.7531|1.018E-05|1.700E-25|13|10|R|  29|36
5518.0758|1.066E-04|2.407E+00|20019.6368|8.293E-07|2.601E-26|13|10|R|   2|27
5518.1119|9.568E-05|2.502E+00|22924.0880|1.663E-05|1.200E-25|11| 8|R|  66|46
5518.1764|1.114E-04|2.905E+00|21580.8474|1.416E-05|1.979E-25|12| 9|R|  48|37
5518.1802|1.104E-04|2.896E+00|36790.3255|3.407E-05|3.548E-28| 9| 6|R| 118|26
5518.2543|6.515E-06|1.711E-01|39123.5749|2.501E-06|8.029E-30| 4| 1|R| 147|36
5518.2555|6.181E-05|1.620E+00|25991.6110|1.507E-05|2.462E-26| 9| 6|R|  93|38
5518.2855|1.374E-04|3.569E+00|21813.8914|1.247E-05|1.614E-25|13|10|R|  34|36
5518.2856|1.461E-04|3.823E+00|25708.9988|2.616E-05|5.201E-26|12| 9|R|  68|28
5518.2890|7.128E-05|2.254E+00|17946.7738|5.547E-07|4.564E-26|12| 9|P|   3|28
5518.2988|4.171E-07|1.106E-02|12530.9579|8.331E-08|8.936E-26| 4| 1|P|  77|37
5518.3120|2.862E-05|7.710E-01|14889.1625|1.708E-06|5.912E-25|10| 7|P|  23|37
5518.3148|1.332E-04|3.490E+00|28524.3903|3.006E-05|1.557E-26|11| 8|R|  86|36
5518.3221|1.321E-04|3.425E+00|21381.6162|1.062E-05|1.691E-25|13|10|R|  30|36
5518.4486|1.360E-04|3.532E+00|21700.9078|1.200E-05|1.639E-25|13|10|R|  33|36
5518.4592|4.278E-05|1.123E+00|34669.5985|1.399E-05|3.782E-28| 7| 4|R| 125|28
5518.4668|1.334E-04|3.460E+00|21484.7658|1.107E-05|1.677E-25|13|10|R|  31|36
5518.4762|1.290E-05|3.387E-01|35052.1191|4.584E-06|1.002E-28| 5| 2|R| 136|37
5518.5090|1.347E-04|3.496E+00|21591.1978|1.153E-05|1.660E-25|13|10|R|  32|36
5518.5442|1.074E-04|2.817E+00|29942.2147|2.731E-05|7.130E-27|10| 7|R|  97|28
5518.5549|4.100E-07|1.088E-02|11611.0510|7.871E-08|1.290E-25| 4| 1|P|  74|46
5518.7075|1.239E-06|3.289E-02|14230.7369|2.412E-07|1.179E-25| 5| 2|P|  75|28
5518.7216|1.083E-04|2.834E+00|24931.8988|2.107E-05|5.903E-26|11| 8|R|  74|37
5518.9306|9.942E-05|2.735E+00|20521.8411|3.095E-06|7.886E-26|13|10|P|  12|26
5518.9854|1.508E-04|3.948E+00|26224.0726|2.778E-05|4.336E-26|12| 9|R|  70|36
5518.9948|5.627E-06|1.478E-01|36379.3056|2.102E-06|2.431E-29| 4| 1|R| 143|37
5519.0458|2.815E-05|7.539E-01|15924.5847|2.338E-06|5.072E-25|10| 7|P|  32|28
5519.1489|8.249E-05|2.119E+00|18296.9862|4.066E-06|2.746E-25|12| 9|R|  18|37
5519.2037|1.007E-05|2.686E-01|13615.1764|1.176E-06|7.501E-25| 8| 5|P|  45|37
5519.3771|5.955E-06|1.581E-01|17725.3037|1.097E-06|1.069E-25| 7| 4|P|  71|26
5519.4820|7.286E-05|1.912E+00|28946.8787|1.928E-05|7.878E-27| 9| 6|R| 101|37
5519.5117|1.098E-04|2.882E+00|30341.1805|2.822E-05|6.113E-27|10| 7|R|  98|36
5519.5346|5.516E-06|1.468E-01|13207.3907|7.729E-07|5.993E-25| 7| 4|P|  54|37
5519.5449|6.608E-05|1.777E+00|19577.9599|4.458E-06|1.786E-25|12| 9|P|  26|26
5519.5676|1.572E-04|3.948E+00|22286.6639|4.079E-06|4.457E-26|14|11|R|   9|26
5519.5845|8.338E-05|2.179E+00|20815.7848|1.233E-05|2.411E-25|11| 8|R|  56|38
5519.6476|1.102E-04|2.875E+00|21424.9780|1.372E-05|2.067E-25|12| 9|R|  47|37
5519.6525|5.629E-06|1.497E-01|14856.6376|8.910E-07|3.242E-25| 7| 4|P|  61|36
5519.7230|4.459E-05|1.204E+00|16850.7823|2.430E-06|3.398E-25|11| 8|P|  21|36
5519.8053|7.066E-05|2.070E+00|18009.3524|9.168E-07|7.355E-26|12| 9|P|   5|36
5519.8140|9.175E-05|2.406E+00|27077.6270|2.143E-05|2.145E-26|10| 7|R|  89|37
5519.8295|9.332E-08|2.475E-03|14002.0567|2.131E-08|1.163E-26| 3| 0|P|  88|28
5519.8359|5.514E-05|1.449E+00|39511.5129|1.917E-05|5.414E-29| 7| 4|R| 133|26
5519.8759|1.650E-05|4.336E-01|39674.6496|6.165E-06|1.558E-29| 5| 2|R| 143|27
5520.0117|4.837E-05|1.271E+00|36991.9402|1.632E-05|1.493E-28| 7| 4|R| 129|27
5520.0353|1.752E-04|4.592E+00|28777.2758|3.637E-05|1.710E-26|12| 9|R|  79|27
5520.0391|4.511E-07|1.197E-02|15687.8684|1.007E-07|2.521E-26| 4| 1|P|  86|27
5520.0462|1.766E-05|4.754E-01|12976.4796|1.146E-06|9.621E-25| 9| 6|P|  25|38
5520.0609|2.837E-05|7.564E-01|18478.9596|3.460E-06|2.348E-25|10| 7|P|  47|26
5520.0959|5.277E-05|1.336E+00|15893.7806|1.643E-06|3.405E-25|11| 8|R|  11|38
5520.1893|5.610E-06|1.492E-01|14606.5866|8.736E-07|3.567E-25| 7| 4|P|  60|28
5520.2851|1.881E-04|4.920E+00|26174.1281|2.977E-05|4.879E-26|13|10|R|  60|27
5520.3201|2.331E-04|6.108E+00|29760.2975|4.537E-05|1.376E-26|13|10|R|  74|26
5520.3672|2.382E-04|6.224E+00|26852.6521|3.276E-05|4.007E-26|14|11|R|  52|26
5520.3740|3.454E-05|9.074E-01|30627.1922|1.058E-05|1.898E-27| 7| 4|R| 117|46
5520.5371|8.325E-05|2.143E+00|18359.4659|4.321E-06|2.832E-25|12| 9|R|  19|37
5520.6311|5.489E-06|1.463E-01|12385.8667|7.123E-07|8.052E-25| 7| 4|P|  50|46
5520.8007|5.409E-05|1.421E+00|30553.4930|1.572E-05|2.972E-27| 8| 5|R| 111|37
5520.9089|7.560E-05|1.982E+00|23719.9048|1.550E-05|7.529E-26|10| 7|R|  78|38
5520.9399|4.938E-05|1.042E+00|15764.6012|2.563E-07|5.732E-26|11| 8|R|   1|46
5521.0182|1.090E-04|2.846E+00|21272.2615|1.330E-05|2.155E-25|12| 9|R|  46|37
5521.0412|3.737E-05|9.821E-01|32089.8087|1.174E-05|1.062E-27| 7| 4|R| 120|37
5521.0825|1.074E-04|2.520E+00|20029.8699|1.115E-06|3.482E-26|13|10|R|   3|27
5521.1445|2.072E-04|5.438E+00|31791.9777|4.787E-05|5.480E-27|12| 9|R|  88|26
5521.2849|1.746E-05|4.656E-01|16620.7299|2.221E-06|3.555E-25| 9| 6|P|  49|27
5521.2939|9.457E-05|2.477E+00|22713.1817|1.620E-05|1.293E-25|11| 8|R|  65|46
5521.3023|1.288E-04|3.379E+00|27897.0259|2.841E-05|1.978E-26|11| 8|R|  84|28
5521.3742|4.489E-05|1.217E+00|16679.9274|2.214E-06|3.344E-25|11| 8|P|  19|28
5521.4120|2.817E-05|7.551E-01|16069.7858|2.413E-06|4.909E-25|10| 7|P|  33|36
5521.4546|9.794E-08|2.599E-03|15611.1269|2.339E-08|6.077E-27| 3| 0|P|  92|27
5521.4826|2.761E-06|7.348E-02|12856.1445|4.444E-07|4.078E-25| 6| 3|P|  62|37
5521.4836|4.704E-05|1.337E+00|15954.1076|8.547E-07|1.775E-25|11| 8|P|   7|37
5521.5468|1.420E-04|3.732E+00|35158.6242|4.056E-05|9.237E-28|10| 7|R| 109|26
5521.5731|6.795E-05|1.856E+00|18536.0398|2.646E-06|1.691E-25|12| 9|P|  15|27
5521.5960|2.722E-05|7.158E-01|36340.9804|9.467E-06|1.154E-28| 6| 3|R| 133|36
5521.6266|2.031E-05|5.340E-01|30840.6845|6.537E-06|1.044E-27| 6| 3|R| 123|38
5521.7076|8.245E-05|2.157E+00|20637.2938|1.198E-05|2.553E-25|11| 8|R|  55|38
5521.8286|8.403E-05|2.167E+00|18425.2175|4.581E-06|2.909E-25|12| 9|R|  20|37
5521.8529|7.184E-05|2.529E+00|17936.6665|3.730E-07|3.084E-26|12| 9|P|   2|28
5521.8663|1.585E-04|4.003E+00|22321.2413|4.527E-06|4.866E-26|14|11|R|  10|26
5521.8917|1.230E-04|3.232E+00|32423.0089|3.321E-05|2.718E-27|10| 7|R| 103|27
5521.9177|4.382E-05|1.173E+00|18902.7036|4.209E-06|2.331E-25|11| 8|P|  37|26
5521.9619|8.560E-05|2.250E+00|31910.4323|2.422E-05|2.473E-27| 9| 6|R| 108|36
5521.9660|1.444E-04|3.786E+00|25486.8427|2.550E-05|5.640E-26|12| 9|R|  67|28
5522.0089|3.012E-05|8.372E-01|13983.1527|7.820E-07|4.051E-25|10| 7|P|  10|38
5522.0452|2.936E-05|8.004E-01|14326.0067|1.220E-06|5.438E-25|10| 7|P|  16|46
5522.1503|4.617E-05|1.213E+00|27624.8262|1.259E-05|9.395E-27| 8| 5|R| 104|38
5522.1564|5.325E-05|1.354E+00|15932.7518|1.797E-06|3.655E-25|11| 8|R|  12|38
5522.1751|1.503E-04|3.947E+00|30668.9640|3.628E-05|6.888E-27|11| 8|R|  92|27
5522.1948|7.031E-05|1.849E+00|35490.6261|2.227E-05|4.186E-28| 8| 5|R| 121|27
5522.2885|1.078E-04|2.817E+00|21122.7039|1.288E-05|2.243E-25|12| 9|R|  45|37
5522.2983|3.215E-05|8.452E-01|29272.1761|9.597E-06|3.251E-27| 7| 4|R| 114|38
5522.3074|8.363E-05|2.198E+00|31471.5779|2.345E-05|2.940E-27| 9| 6|R| 107|28
5522.4568|4.055E-07|1.079E-02|10762.5168|7.475E-08|1.815E-25| 4| 1|P|  71|38
5522.4721|8.247E-05|2.165E+00|25184.9605|1.799E-05|4.388E-26|10| 7|R|  83|46
5522.4954|1.485E-05|3.907E-01|37655.4485|5.435E-06|3.528E-29| 5| 2|R| 140|36
5522.5837|3.012E-05|7.926E-01|38255.2540|1.071E-05|5.348E-29| 6| 3|R| 136|27
5522.6736|2.356E-04|6.164E+00|26676.1622|3.181E-05|4.235E-26|14|11|R|  51|26
5522.8226|1.113E-05|2.929E-01|32247.9755|3.814E-06|3.101E-28| 5| 2|R| 131|38
5522.8233|1.070E-04|2.806E+00|24694.2172|2.055E-05|6.454E-26|11| 8|R|  73|37
5522.9106|1.490E-04|3.909E+00|25995.0052|2.709E-05|4.719E-26|12| 9|R|  69|36
5522.9133|1.733E-05|4.632E-01|15288.1549|1.889E-06|5.564E-25| 9| 6|P|  42|28
5522.9848|2.340E-05|6.158E-01|33471.9601|7.837E-06|3.655E-28| 6| 3|R| 128|37
5523.0233|8.482E-05|2.191E+00|18494.2384|4.845E-06|2.977E-25|12| 9|R|  21|37
5523.0560|6.308E-05|1.660E+00|33418.0833|1.933E-05|9.574E-28| 8| 5|R| 117|36
5523.0731|8.655E-08|2.301E-03|10570.6469|1.753E-08|4.666E-26| 3| 0|P|  78|38
5523.1877|1.868E-05|4.918E-01|41997.1370|7.129E-06|6.112E-30| 5| 2|R| 146|26
5523.2219|1.350E-06|3.589E-02|17426.8921|2.945E-07|3.310E-26| 5| 2|P|  84|26
5523.2942|1.860E-04|4.873E+00|25974.4681|2.897E-05|5.226E-26|13|10|R|  59|27
5523.4586|1.067E-04|2.789E+00|20976.3110|1.247E-05|2.330E-25|12| 9|R|  44|37
5523.5696|1.001E-04|2.772E+00|20479.9416|2.860E-06|7.435E-26|13|10|P|  11|26
5523.5777|7.121E-05|2.151E+00|17992.4472|7.396E-07|5.983E-26|12| 9|P|   4|36
5523.5971|1.042E-07|2.769E-03|17376.2198|2.598E-08|2.993E-27| 3| 0|P|  96|26
5523.6609|1.747E-04|4.594E+00|33459.4676|4.537E-05|2.334E-27|11| 8|R|  99|26
5523.7005|1.754E-05|4.716E-01|13417.4945|1.321E-06|9.104E-25| 9| 6|P|  29|46
5523.7113|2.882E-05|7.793E-01|14812.1665|1.646E-06|5.914E-25|10| 7|P|  22|37
5523.7329|8.153E-05|2.135E+00|20461.8676|1.164E-05|2.698E-25|11| 8|R|  54|38
5523.7687|1.011E-05|2.706E-01|12787.4075|1.050E-06|9.795E-25| 8| 5|P|  40|46
5523.9477|4.979E-05|1.128E+00|15771.1713|3.879E-07|8.649E-26|11| 8|R|   2|46
5523.9573|1.315E-04|3.456E+00|28244.8976|2.937E-05|1.740E-26|11| 8|R|  85|36
5523.9877|1.083E-04|2.603E+00|20043.5133|1.407E-06|4.362E-26|13|10|R|   4|27
5524.0076|4.946E-05|1.301E+00|28863.2445|1.387E-05|5.799E-27| 8| 5|R| 107|46
5524.0220|4.351E-07|1.157E-02|14236.3921|9.264E-08|4.540E-26| 4| 1|P|  82|36
5524.0332|6.100E-05|1.604E+00|25699.7868|1.473E-05|2.769E-26| 9| 6|R|  92|38
5524.0585|1.599E-04|4.057E+00|22359.2707|4.982E-06|5.259E-26|14|11|R|  11|26
5524.1151|6.599E-05|1.736E+00|27103.1218|1.662E-05|1.617E-26| 9| 6|R|  96|46
5524.1209|8.562E-05|2.215E+00|18566.5260|5.114E-06|3.035E-25|12| 9|R|  22|37
5524.1245|5.373E-05|1.371E+00|15974.9640|1.953E-06|3.894E-25|11| 8|R|  13|38
5524.1303|6.331E-06|1.668E-01|38524.6894|2.417E-06|1.029E-29| 4| 1|R| 146|28
5524.2446|1.016E-05|2.723E-01|12194.8971|9.495E-07|1.160E-24| 8| 5|P|  36|38
5524.2629|4.412E-05|1.188E+00|17619.7668|3.208E-06|3.182E-25|11| 8|P|  28|27
5524.2631|1.735E-05|4.641E-01|15469.7167|1.938E-06|5.257E-25| 9| 6|P|  43|36
5524.3750|9.347E-05|2.452E+00|22505.2966|1.578E-05|1.392E-25|11| 8|R|  64|46
5524.4482|1.184E-05|3.119E-01|33387.8919|4.121E-06|1.967E-28| 5| 2|R| 133|46
5524.4484|1.740E-05|4.669E-01|14051.9494|1.537E-06|7.948E-25| 9| 6|P|  34|37
5524.5287|1.056E-04|2.761E+00|20833.0885|1.207E-05|2.415E-25|12| 9|R|  43|37
5524.6188|6.157E-05|1.621E+00|32942.9212|1.871E-05|1.158E-27| 8| 5|R| 116|28
5524.6624|2.820E-05|7.554E-01|16999.6810|2.857E-06|3.814E-25|10| 7|P|  39|27
5524.8290|2.724E-06|7.268E-02|11250.1747|3.891E-07|7.477E-25| 6| 3|P|  55|38
5524.8670|2.331E-04|6.105E+00|26502.9382|3.088E-05|4.468E-26|14|11|R|  50|26
5524.9105|5.496E-06|1.469E-01|11651.8635|6.567E-07|1.041E-24| 7| 4|P|  46|38
5524.9826|1.189E-06|3.168E-02|11656.7959|2.038E-07|3.269E-25| 5| 2|P|  66|46
5525.0581|5.757E-06|1.534E-01|15954.2477|9.720E-07|2.143E-25| 7| 4|P|  65|27
5525.0703|4.489E-05|1.218E+00|16779.2894|2.332E-06|3.375E-25|11| 8|P|  20|36
5525.1183|2.303E-04|6.051E+00|29511.5394|4.427E-05|1.513E-26|13|10|R|  73|26
5525.1214|8.643E-05|2.239E+00|18642.0774|5.388E-06|3.084E-25|12| 9|R|  23|37
5525.1234|7.141E-06|1.882E-01|40768.2996|2.782E-06|4.161E-30| 4| 1|R| 149|27
5525.1272|1.731E-04|4.548E+00|28516.5402|3.551E-05|1.893E-26|12| 9|R|  78|27
5525.1796|4.764E-07|1.267E-02|17337.8398|1.114E-07|1.307E-26| 4| 1|P|  90|26
5525.1881|7.467E-05|1.962E+00|23473.5320|1.513E-05|8.270E-26|10| 7|R|  77|38
5525.3195|7.242E-05|3.831E+00|17929.9281|1.881E-07|1.560E-26|12| 9|P|   1|28
5525.3331|1.060E-04|2.790E+00|29629.1684|2.671E-05|8.104E-27|10| 7|R|  96|28
5525.3735|4.741E-05|1.368E+00|15930.8226|7.389E-07|1.552E-25|11| 8|P|   6|37
5525.4115|2.651E-05|6.986E-01|35800.3586|9.159E-06|1.440E-28| 6| 3|R| 132|28
5525.4271|1.019E-05|2.723E-01|14810.2042|1.350E-06|5.002E-25| 8| 5|P|  51|28
5525.4376|2.832E-05|7.614E-01|15815.4138|2.281E-06|5.216E-25|10| 7|P|  31|28
5525.4646|9.057E-05|2.382E+00|26793.5229|2.094E-05|2.403E-26|10| 7|R|  88|37
5525.4988|1.045E-04|2.732E+00|20693.0419|1.167E-05|2.498E-25|12| 9|R|  42|37
5525.5012|1.778E-05|4.805E-01|12894.0183|1.109E-06|9.686E-25| 9| 6|P|  24|38
5525.5393|1.428E-04|3.749E+00|25267.7543|2.485E-05|6.106E-26|12| 9|R|  66|28
5525.5519|2.156E-05|5.680E-01|31908.9437|7.056E-06|6.846E-28| 6| 3|R| 125|46
5525.5847|8.957E-08|2.384E-03|12219.5261|1.931E-08|2.406E-26| 3| 0|P|  83|37
5525.6501|6.649E-05|1.795E+00|19486.6071|4.318E-06|1.808E-25|12| 9|P|  25|26
5525.6604|8.062E-05|2.113E+00|20289.5127|1.131E-05|2.847E-25|11| 8|R|  53|38
5525.6840|4.320E-05|1.139E+00|34778.5968|1.414E-05|3.648E-28| 7| 4|R| 125|36
5525.6936|2.740E-06|7.311E-02|11915.7202|4.128E-07|5.847E-25| 6| 3|P|  58|46
5525.7331|2.842E-06|7.575E-02|14483.1883|5.020E-07|2.186E-25| 6| 3|P|  68|36
5525.8504|1.022E-05|2.730E-01|15025.4829|1.380E-06|4.633E-25| 8| 5|P|  52|36
5526.0001|5.422E-05|1.388E+00|16020.4157|2.113E-06|4.121E-25|11| 8|R|  14|38
5526.0246|8.726E-05|2.264E+00|18720.8898|5.667E-06|3.123E-25|12| 9|R|  24|37
5526.1016|3.036E-05|8.505E-01|13950.3651|7.098E-07|3.736E-25|10| 7|P|   9|38
5526.1206|1.065E-05|2.842E-01|17751.8649|1.744E-06|1.677E-25| 8| 5|P|  63|26
5526.1440|1.613E-04|4.109E+00|22400.7506|5.446E-06|5.636E-26|14|11|R|  12|26
5526.1935|1.839E-04|4.826E+00|25777.9733|2.819E-05|5.588E-26|13|10|R|  58|27
5526.3231|1.037E-05|2.769E-01|16177.5768|1.536E-06|3.042E-25| 8| 5|P|  57|27
5526.3691|1.034E-04|2.705E+00|20556.1768|1.128E-05|2.579E-25|12| 9|R|  41|37
5526.3701|1.783E-05|4.762E-01|18003.8328|2.548E-06|2.172E-25| 9| 6|P|  55|26
5526.3898|7.187E-05|1.893E+00|28626.0862|1.886E-05|8.988E-27| 9| 6|R| 100|37
5526.4159|9.498E-05|2.503E+00|33826.7644|2.789E-05|1.164E-27| 9| 6|R| 112|27
5526.4165|6.843E-05|1.878E+00|18484.4453|2.489E-06|1.631E-25|12| 9|P|  14|27
5526.4309|1.287E-06|3.427E-02|15606.3494|2.641E-07|6.879E-26| 5| 2|P|  79|27
5526.4610|1.084E-04|2.854E+00|30024.2406|2.759E-05|6.962E-27|10| 7|R|  97|36
5526.4664|1.180E-06|3.147E-02|10900.8928|1.931E-07|4.387E-25| 5| 2|P|  63|38
5526.5082|4.520E-05|1.231E+00|16615.4455|2.114E-06|3.294E-25|11| 8|P|  18|28
5526.6290|1.406E-06|3.709E-02|36012.8312|5.406E-07|7.328E-30| 3| 0|R| 147|46
5526.6473|1.013E-05|2.711E-01|13463.1280|1.158E-06|7.942E-25| 8| 5|P|  44|37
5526.6846|1.272E-04|3.347E+00|27624.3508|2.776E-05|2.203E-26|11| 8|R|  83|28
5526.7277|1.473E-04|3.871E+00|25768.9973|2.641E-05|5.128E-26|12| 9|R|  68|36
5526.7313|2.958E-05|8.100E-01|14273.0364|1.153E-06|5.273E-25|10| 7|P|  15|46
5526.7668|4.323E-07|1.152E-02|13901.9880|9.098E-08|5.210E-26| 4| 1|P|  81|28
5526.7913|1.092E-04|2.669E+00|20060.5665|1.703E-06|5.238E-26|13|10|R|   5|27
5526.8026|1.515E-06|3.997E-02|37390.2249|5.905E-07|4.206E-30| 3| 0|R| 149|37
5526.8209|1.057E-04|2.779E+00|24459.5223|2.004E-05|7.046E-26|11| 8|R|  72|37
5526.8304|8.810E-05|2.288E+00|18802.9600|5.951E-06|3.153E-25|12| 9|R|  25|37
5526.8628|5.022E-05|1.182E+00|15781.0262|5.219E-07|1.158E-25|11| 8|R|   3|46
5526.9477|2.306E-04|6.046E+00|26332.9875|2.996E-05|4.704E-26|14|11|R|  49|26
5526.9863|2.830E-06|7.549E-02|14205.6517|4.927E-07|2.439E-25| 6| 3|P|  67|28
5527.1397|1.023E-04|2.677E+00|20422.4984|1.090E-05|2.657E-25|12| 9|R|  40|37
5527.1764|1.248E-06|3.326E-02|14275.9375|2.431E-07|1.169E-25| 5| 2|P|  75|36
5527.2525|7.176E-05|2.280E+00|17978.9222|5.594E-07|4.556E-26|12| 9|P|   3|36
5527.2931|1.206E-06|3.216E-02|12480.1077|2.162E-07|2.377E-25| 5| 2|P|  69|37
5527.3201|1.444E-05|3.811E-01|37085.7340|5.255E-06|4.462E-29| 5| 2|R| 139|28
5527.3553|9.239E-05|2.428E+00|22300.4405|1.536E-05|1.496E-25|11| 8|R|  63|46
5527.3599|8.143E-05|2.143E+00|24921.4663|1.756E-05|4.863E-26|10| 7|R|  82|46
5527.4904|7.973E-05|2.092E+00|20120.2357|1.098E-05|2.998E-25|11| 8|R|  52|38
5527.5387|8.895E-05|2.313E+00|18888.2849|6.241E-06|3.174E-25|12| 9|R|  26|37
5527.5596|2.046E-04|5.388E+00|31497.9037|4.679E-05|6.169E-27|12| 9|R|  87|26
5527.6152|8.784E-08|2.341E-03|11226.5013|1.826E-08|3.601E-26| 3| 0|P|  80|46
5527.6162|7.974E-05|2.103E+00|37852.6699|2.611E-05|1.634E-28| 8| 5|R| 125|26
5527.7831|5.472E-05|1.405E+00|16069.1051|2.275E-06|4.335E-25|11| 8|R|  15|38
5527.8036|5.539E-06|1.481E-01|13024.2501|7.629E-07|6.461E-25| 7| 4|P|  53|37
5527.8108|1.013E-04|2.650E+00|20292.0118|1.053E-05|2.731E-25|12| 9|R|  39|37
5527.9271|2.834E-05|7.626E-01|15956.8387|2.357E-06|5.062E-25|10| 7|P|  32|36
5527.9388|5.147E-06|1.359E-01|34625.2590|1.886E-06|4.974E-29| 4| 1|R| 140|46
5528.1054|1.008E-04|2.812E+00|20441.5275|2.621E-06|6.941E-26|13|10|P|  10|26
5528.1152|9.393E-08|2.503E-03|14054.2154|2.148E-08|1.149E-26| 3| 0|P|  88|36
5528.1175|2.918E-06|7.783E-02|15695.5900|5.459E-07|1.363E-25| 6| 3|P|  72|27
5528.1228|1.627E-04|4.161E+00|22445.6792|5.918E-06|5.995E-26|14|11|R|  13|26
5528.1493|8.981E-05|2.338E+00|18976.8613|6.535E-06|3.186E-25|12| 9|R|  27|37
5528.1538|1.087E-04|2.869E+00|36401.0602|3.335E-05|4.187E-28| 9| 6|R| 117|26
5528.3159|4.825E-06|1.274E-01|33421.6649|1.743E-06|8.073E-29| 4| 1|R| 138|38
5528.3323|2.849E-05|7.632E-01|18312.2925|3.406E-06|2.505E-25|10| 7|P|  46|26
5528.3464|4.213E-05|1.112E+00|34270.7789|1.369E-05|4.483E-28| 7| 4|R| 124|28
5528.3825|1.002E-04|2.622E+00|20164.7223|1.016E-05|2.802E-25|12| 9|R|  38|37
5528.4161|5.515E-06|1.476E-01|12218.0247|7.024E-07|8.608E-25| 7| 4|P|  49|46
5528.4737|4.109E-07|1.096E-02|11360.3091|7.796E-08|1.442E-25| 4| 1|P|  73|46
5528.6477|4.177E-07|1.114E-02|12267.4192|8.251E-08|1.005E-25| 4| 1|P|  76|37
5528.6622|9.069E-05|2.362E+00|19068.6856|6.836E-06|3.189E-25|12| 9|R|  28|37
5528.7159|1.483E-04|3.910E+00|30366.9124|3.547E-05|7.785E-27|11| 8|R|  91|27
5528.7680|5.331E-05|1.406E+00|30202.3213|1.538E-05|3.442E-27| 8| 5|R| 110|37
5528.7690|3.403E-05|8.980E-01|30261.0205|1.035E-05|2.214E-27| 7| 4|R| 116|46
5528.8443|5.647E-06|1.509E-01|14645.4425|8.806E-07|3.548E-25| 7| 4|P|  60|36
5528.8549|9.922E-05|2.595E+00|20040.6347|9.800E-06|2.869E-25|12| 9|R|  37|37
5528.9158|2.282E-04|5.987E+00|26166.3173|2.907E-05|4.943E-26|14|11|R|  48|26
5528.9832|1.819E-04|4.779E+00|25584.6519|2.742E-05|5.964E-26|13|10|R|  57|27
5529.0056|1.411E-04|3.712E+00|25051.7425|2.421E-05|6.599E-26|12| 9|R|  65|28
5529.0191|2.901E-05|7.877E-01|14738.4971|1.584E-06|5.895E-25|10| 7|P|  21|37
5529.0391|4.553E-05|1.201E+00|27299.7926|1.231E-05|1.074E-26| 8| 5|R| 103|38
