wno(vac) wavel(air) v  v Branch N" noINmeanVALUE
25692.0330  3891.196 10 10 R2    5  1
25689.9390  3891.513 10 10 R1    4  1
25688.8280  3891.682 10 10 R2    4  1
25686.6540  3892.011 10 10 R1    3  1
25685.6050  3892.170 10 10 R2    3  1
25683.3030  3892.519 10 10 R1    2  1
25682.3750  3892.659 10 10 R2    2  1
25679.8790  3893.038 10 10 R1    1  1
25679.1430  3893.149 10 10 R2    1  1
25669.4020  3894.627 10 10 P1    1  1
25666.0960  3895.128 10 10 P1    2  1
25665.6290  3895.199 10 10 P2    2  1
25662.7340  3895.639 10 10 P1    3  1
25662.0080  3895.749 10 10 P2    3  1
25659.3050  3896.159 10 10 P1    4  1
25658.3870  3896.299 10 10 P2    4  1
25655.8010  3896.691 10 10 P1    5  1
25654.7640  3896.849 10 10 P2    5  1
25652.2320  3897.233 10 10 P1    6  1
25651.1330  3897.400 10 10 P2    6  1
25648.6090  3897.784 10 10 P1    7  1
25647.4880  3897.954 10 10 P2    7  1
25644.9390  3898.342 10 10 P1    8  1
25643.8280  3898.511 10 10 P2    8  1
25641.2300  3898.906 10 10 P1    9  1
25640.1430  3899.071 10 10 P2    9  1
25637.4860  3899.475 10 10 P1   10  1
25636.4320  3899.635 10 10 P2   10  1
25633.7090  3900.050 10 10 P1   11  1
25632.6910  3900.205 10 10 P2   11  1
25629.9000  3900.629 10 10 P1   12  1
25628.9200  3900.778 10 10 P2   12  1
25626.0590  3901.214 10 10 P1   13  1
25625.1150  3901.358 10 10 P2   13  1
25622.1880  3901.803 10 10 P1   14  1
25621.2770  3901.942 10 10 P2   14  1
25618.2790  3902.399 10 10 P1   15  1
25617.4020  3902.532 10 10 P2   15  1
25614.3400  3902.999 10 10 P1   16  1
25613.4900  3903.128 10 10 P2   16  1
25610.3650  3903.605 10 10 P1   17  1
25609.5430  3903.730 10 10 P2   17  1
25606.3520  3904.216 10 10 P1   18  1
25605.5550  3904.338 10 10 P2   18  1
25602.3010  3904.834 10 10 P1   19  1
25601.5270  3904.952 10 10 P2   19  1
25598.2110  3905.458 10 10 P1   20  1
25597.4630  3905.572 10 10 P2   20  1
25594.0860  3906.087 10 10 P1   21  1
25593.3540  3906.199 10 10 P2   21  1
25589.9120  3906.725 10 10 P1   22  1
25589.2070  3906.832 10 10 P2   22  1
25585.6950  3907.368 10 10 P1   23  1
25585.0080  3907.473 10 10 P2   23  1
25581.4340  3908.019 10 10 P1   24  1
25580.7790  3908.119 10 10 P2   24  1
25577.1250  3908.678 10 10 P1   25  1
25576.4900  3908.775 10 10 P2   25  1
25556.5270  3911.828 11 11 R1   21  1
25555.7560  3911.946 11 11 R2   21  1
25554.5490  3912.131 11 11 R1   20  1
25553.8480  3912.238 11 11 R2   20  1
25552.5100  3912.443 11 11 R1   19  1
25551.8610  3912.542 11 11 R2   19  1
25550.4390  3912.760 11 11 R1   18  1
25549.7950  3912.859 11 11 R2   18  1
25548.2970  3913.088 11 11 R1   17  1
25547.6250  3913.191 11 11 R2   17  1
25546.0880  3913.426 11 11 R1   16  1
25545.3320  3913.542 11 11 R2   16  1
25541.4570  3914.136 11 11 R1   14  1
25541.4570  3914.136 11 11 R2   14  1
25536.7380  3914.859 11 11 R1   12  1
25536.5450  3914.889 11 11 R2   12  1
25533.9980  3915.279 11 11 R1   11  1
25533.9980  3915.279 11 11 R2   11  1
25531.3360  3915.688 11 11 R1   10  1
25531.3360  3915.688 11 11 R2   10  1
25528.6540  3916.099 11 11 R1    9  1
25528.5860  3916.109 11 11 R2    9  1
25525.8910  3916.523 11 11 R1    8  1
25525.8070  3916.536 11 11 R2    8  1
25523.0610  3916.957 11 11 R1    7  1
25522.9710  3916.971 11 11 R2    7  1
25520.1620  3917.402 11 11 R1    6  1
25520.0740  3917.416 11 11 R2    6  1
25517.2010  3917.857 11 11 R1    5  1
25517.1170  3917.870 11 11 R2    5  1
25514.1410  3918.327 11 11 R1    4  1
25514.1410  3918.327 11 11 R2    4  1
25511.0570  3918.800 11 11 R1    3  1
25511.0570  3918.800 11 11 R2    3  1
25507.9120  3919.283 11 11 R1    2  1
25507.9120  3919.283 11 11 R2    2  1
25504.7030  3919.777 11 11 R1    1  1
25504.7030  3919.777 11 11 R2    1  1
25494.7130  3921.313 11 11 P1    1  1
25494.7130  3921.313 11 11 P2    1  1
25491.2620  3921.843 11 11 P1    2  1
25491.2620  3921.843 11 11 P2    2  1
25487.7500  3922.384 11 11 P1    3  1
25487.7500  3922.384 11 11 P2    3  1
25484.1780  3922.934 11 11 P1    4  1
25484.1780  3922.934 11 11 P2    4  1
25480.5470  3923.493 11 11 P1    5  1
25480.5470  3923.493 11 11 P2    5  1
25476.8540  3924.061 11 11 P1    6  1
25476.8540  3924.061 11 11 P2    6  1
25473.1020  3924.639 11 11 P1    7  1
25473.1020  3924.639 11 11 P2    7  1
25469.2910  3925.227 11 11 P1    8  1
25469.2910  3925.227 11 11 P2    8  1
25465.4240  3925.823 11 11 P1    9  1
25465.4240  3925.823 11 11 P2    9  1
25461.5020  3926.427 11 11 P1   10  1
25461.5020  3926.427 11 11 P2   10  1
25457.5330  3927.039 11 11 P1   11  1
25457.5330  3927.039 11 11 P2   11  1
25453.6620  3927.637 11 11 P1   12  1
25453.4430  3927.671 11 11 P2   12  1
25450.0430  3928.195 11 11 P1   13  1
25449.3180  3928.307 11 11 P2   13  1
25445.1290  3928.954 11 11 P1   14  1
25445.1290  3928.954 11 11 P2   14  1
25440.8770  3929.611 11 11 P1   15  1
25439.9100  3929.760 11 11 P2   15  1
25436.5610  3930.277 11 11 P1   16  1
25435.8200  3930.392 11 11 P2   16  1
25432.1840  3930.954 11 11 P1   17  1
25431.5210  3931.056 11 11 P2   17  1
25427.7480  3931.639 11 11 P1   18  1
25427.1070  3931.739 11 11 P2   18  1
25423.2580  3932.334 11 11 P1   19  1
25422.6050  3932.435 11 11 P2   19  1
25418.7210  3933.036 11 11 P1   20  1
25418.0350  3933.142 11 11 P2   20  1
25414.1640  3933.741 11 11 P1   21  1
25413.3830  3933.862 11 11 P2   21  1
25409.6350  3934.442 11 11 P1   22  1
25408.6740  3934.591 11 11 P2   22  1
25326.6050  3947.341 12 12 R2   14  1
25325.1190  3947.572 12 12 R1   14  1
25325.1190  3947.572 12 12 R2   13  1
25323.5450  3947.818 12 12 R1   13  1
25323.3030  3947.855 12 12 R2   12  1
25321.7680  3948.095 12 12 R1   12  1
25321.2810  3948.171 12 12 R2   11  1
25319.8340  3948.396 12 12 R1   11  1
25319.1150  3948.508 12 12 R2   10  1
25317.7640  3948.719 12 12 R1   10  1
25316.8240  3948.866 12 12 R2    9  1
25315.5720  3949.061 12 12 R1    9  1
25314.4160  3949.241 12 12 R2    8  1
25313.2700  3949.420 12 12 R1    8  1
25311.8930  3949.635 12 12 R2    7  1
25310.8610  3949.796 12 12 R1    7  1
25309.2620  3950.046 12 12 R2    6  1
25308.3540  3950.187 12 12 R1    6  1
25306.5270  3950.472 12 12 R2    5  1
25305.7440  3950.595 12 12 R1    5  1
25303.6910  3950.915 12 12 R2    4  1
25303.0410  3951.017 12 12 R1    4  1
25300.7520  3951.374 12 12 R2    3  1
25300.2380  3951.454 12 12 R1    3  1
25297.7110  3951.849 12 12 R2    2  1
25297.3400  3951.907 12 12 R1    2  1
25294.5740  3952.339 12 12 R2    1  1
25294.3480  3952.375 12 12 R1    1  1
25284.5800  3953.901 12 12 P1    1  1
25281.4060  3954.398 12 12 P2    2  1
25281.0590  3954.452 12 12 P1    2  1
25277.9300  3954.942 12 12 P2    3  1
25277.4410  3955.018 12 12 P1    3  1
25274.3550  3955.501 12 12 P2    4  1
25273.7320  3955.599 12 12 P1    4  1
25270.6820  3956.076 12 12 P2    5  1
25269.9300  3956.194 12 12 P1    5  1
25266.9100  3956.667 12 12 P2    6  1
25266.0370  3956.803 12 12 P1    6  1
25263.0370  3957.273 12 12 P2    7  1
25262.0510  3957.428 12 12 P1    7  1
25259.0610  3957.896 12 12 P2    8  1
25257.9710  3958.067 12 12 P1    8  1
25254.9820  3958.535 12 12 P2    9  1
25253.7970  3958.721 12 12 P1    9  1
25250.8010  3959.191 12 12 P2   10  1
25249.5250  3959.391 12 12 P1   10  1
25246.5100  3959.864 12 12 P2   11  1
25245.1520  3960.077 12 12 P1   11  1
25242.1040  3960.555 12 12 P2   12  1
25240.6740  3960.779 12 12 P1   12  1
25087.5840  3984.949 13 13 R1   18  1
25087.4510  3984.970 13 13 R2   18  1
25086.7460  3985.082 13 13 R1   17  1
25086.6110  3985.103 13 13 R2   17  1
25085.7540  3985.240 13 13 R1   16  1
25085.6210  3985.261 13 13 R2   16  1
25084.6450  3985.416 13 13 R1   15  1
25084.4880  3985.441 13 13 R2   15  1
25083.3890  3985.615 13 13 R1   14  1
25083.2300  3985.641 13 13 R2   14  1
25081.9860  3985.838 13 13 R1   13  1
25081.8300  3985.863 13 13 R2   13  1
25080.4470  3986.083 13 13 R1   12  1
25080.2910  3986.108 13 13 R2   12  1
25078.7790  3986.348 13 13 R1   11  1
25078.6210  3986.373 13 13 R2   11  1
25076.9710  3986.635 13 13 R1   10  1
25076.8180  3986.660 13 13 R2   10  1
25075.0370  3986.943 13 13 R1    9  1
25074.8850  3986.967 13 13 R2    9  1
25073.0040  3987.266 13 13 R1    8  1
25072.8240  3987.295 13 13 R2    8  1
25070.7640  3987.622 13 13 R1    7  1
25070.6330  3987.643 13 13 R2    7  1
25068.4380  3987.992 13 13 R1    6  1
25068.3120  3988.012 13 13 R2    6  1
25065.9840  3988.383 13 13 R1    5  1
25065.8670  3988.401 13 13 R2    5  1
25063.4020  3988.794 13 13 R1    4  1
25063.2950  3988.811 13 13 R2    4  1
25060.6930  3989.225 13 13 R1    3  1
25060.6000  3989.240 13 13 R2    3  1
25057.8610  3989.676 13 13 R1    2  1
25057.7930  3989.686 13 13 R2    2  1
25054.8730  3990.151 13 13 R1    1  1
25054.8730  3990.151 13 13 R2    1  1
25045.2830  3991.679 13 13 P1    1  1
25045.2830  3991.679 13 13 P2    1  1
25041.8420  3992.228 13 13 P1    2  1
25041.8420  3992.228 13 13 P2    2  1
25038.2790  3992.796 13 13 P1    3  1
25038.2790  3992.796 13 13 P2    3  1
25034.5960  3993.383 13 13 P1    4  1
25034.5960  3993.383 13 13 P2    4  1
25030.7850  3993.991 13 13 P1    5  1
25030.7850  3993.991 13 13 P2    5  1
25026.8540  3994.619 13 13 P1    6  1
25026.8540  3994.619 13 13 P2    6  1
25022.8340  3995.260 13 13 P1    7  1
25022.7520  3995.273 13 13 P2    7  1
25018.6580  3995.927 13 13 P1    8  1
25018.5660  3995.942 13 13 P2    8  1
25014.3570  3996.614 13 13 P1    9  1
25014.2560  3996.630 13 13 P2    9  1
25009.9710  3997.315 13 13 P1   10  1
25009.8220  3997.339 13 13 P2   10  1
25005.3870  3998.048 13 13 P1   11  1
25005.2640  3998.068 13 13 P2   11  1
25000.7050  3998.797 13 13 P1   12  1
25000.5760  3998.817 13 13 P2   12  1
24995.8910  3999.567 13 13 P1   13  1
24995.7640  3999.587 13 13 P2   13  1
24990.9550  4000.357 13 13 P1   14  1
24990.8220  4000.378 13 13 P2   14  1
24985.8770  4001.170 13 13 P1   15  1
24985.7480  4001.191 13 13 P2   15  1
24980.6820  4002.002 13 13 P1   16  1
24980.5470  4002.024 13 13 P2   16  1
24975.3460  4002.857 13 13 P1   17  1
24975.2210  4002.877 13 13 P2   17  1
24969.8710  4003.735 13 13 P1   18  1
24969.7500  4003.754 13 13 P2   18  1
24964.2730  4004.632 13 13 P1   19  1
24964.1430  4004.653 13 13 P2   19  1
24958.5270  4005.554 13 13 P1   20  1
24958.4020  4005.574 13 13 P2   20  1
24810.3010  4029.485 14 14 R1   15  1
24809.8070  4029.565 14 14 R2   15  1
24809.3440  4029.641 14 14 R1   14  1
24809.1250  4029.676 14 14 R2   14  1
24808.4940  4029.779 14 14 R1   13  1
24808.2930  4029.811 14 14 R2   13  1
24807.4650  4029.946 14 14 R1   12  1
24807.2660  4029.978 14 14 R2   12  1
24806.1680  4030.156 14 14 R1   11  1
24806.0760  4030.171 14 14 R2   11  1
24804.8360  4030.373 14 14 R1   10  1
24804.7250  4030.391 14 14 R2   10  1
24803.2520  4030.630 14 14 R1    9  1
24803.2520  4030.630 14 14 R2    9  1
24801.4790  4030.918 14 14 R1    8  1
24801.4790  4030.918 14 14 R2    8  1
24799.8670  4031.180 14 14 R1    7  1
24799.7130  4031.205 14 14 R2    7  1
24797.5020  4031.565 14 14 R1    6  1
24797.5020  4031.565 14 14 R2    6  1
24795.4650  4031.896 14 14 R1    5  1
24795.2110  4031.937 14 14 R2    5  1
24792.9430  4032.306 14 14 R1    4  1
24792.9430  4032.306 14 14 R2    4  1
24790.4770  4032.707 14 14 R1    3  1
24790.4770  4032.707 14 14 R2    3  1
24787.8320  4033.138 14 14 R1    2  1
24787.8320  4033.138 14 14 R2    2  1
24785.0160  4033.596 14 14 R1    1  1
24785.0160  4033.596 14 14 R2    1  1
24772.2110  4035.681 14 14 P1    2  1
24772.2110  4035.681 14 14 P2    2  1
24768.6040  4036.269 14 14 P1    3  1
24768.6040  4036.269 14 14 P2    3  1
24764.8520  4036.880 14 14 P1    4  1
24764.8520  4036.880 14 14 P2    4  1
24760.9380  4037.518 14 14 P1    5  1
24760.9380  4037.518 14 14 P2    5  1
24756.8400  4038.187 14 14 P1    6  1
24756.8400  4038.187 14 14 P2    6  1
24752.5350  4038.889 14 14 P1    7  1
24752.5350  4038.889 14 14 P2    7  1
24748.3030  4039.580 14 14 P1    8  1
24748.3030  4039.580 14 14 P2    8  1
24739.1560  4041.073 14 14 P1   10  1
24739.1560  4041.073 14 14 P2   10  1
24734.3690  4041.855 14 14 P1   11  1
24734.3690  4041.855 14 14 P2   11  1
24729.4380  4042.661 14 14 P1   12  1
24729.2950  4042.685 14 14 P2   12  1
24724.2250  4043.514 14 14 P1   13  1
24724.1110  4043.532 14 14 P2   13  1
24718.9710  4044.373 14 14 P1   14  1
24718.7540  4044.408 14 14 P2   14  1
24713.4530  4045.276 14 14 P1   15  1
24713.2420  4045.311 14 14 P2   15  1
24594.8280  4064.787  2  3 R1   70  1
24594.1910  4064.892  2  3 R2   70  1
24590.1910  4065.554  3  4 R1   66  1
24589.5550  4065.659  3  4 R2   66  1
24586.8460  4066.107  1  2 R1   74  1
24586.2810  4066.200  1  2 R2   74  1
24584.6250  4066.474  0  1 R1   79  1
24584.1090  4066.559  0  1 R2   79  1
24581.1840  4067.043  2  3 R1   69  1
24580.5550  4067.147  2  3 R2   69  1
24577.9410  4067.580  3  4 R1   65  1
24577.3030  4067.685  3  4 R2   65  1
24571.9200  4068.577  1  2 R1   73  1
24571.3180  4068.676  1  2 R2   73  1
24568.2320  4069.187  0  1 R1   78  1
24567.6860  4069.278  0  1 R2   78  1
24567.6860  4069.278  2  3 R1   68  1
24567.0350  4069.386  2  3 R2   68  1
24565.7830  4069.593  3  4 R1   64  1
24565.1430  4069.699  3  4 R2   64  1
24557.2170  4071.013  1  2 R1   72  1
24556.6520  4071.106  1  2 R2   72  1
24554.2680  4071.501  2  3 R1   67  1
24553.6970  4071.596  2  3 R2   67  1
24553.6970  4071.596  3  4 R1   63  1
24553.0800  4071.698  3  4 R2   63  1
24551.9900  4071.879  0  1 R1   77  1
24551.4080  4071.976  0  1 R2   77  1
24548.9000  4072.392  4  5 R1   60  1
24548.3200  4072.488  4  5 R2   60  1
24538.3400  4074.144  4  5 R1   59  1
24537.7810  4074.237  4  5 R2   59  1
24535.8890  4074.551  0  1 R1   76  1
24535.3480  4074.641  0  1 R2   76  1
24529.9120  4075.544  3  4 R1   61  1
24529.2500  4075.654  3  4 R2   61  1
24519.8670  4077.214  0  1 R1   75  1
24519.3300  4077.303  0  1 R2   75  1
24518.1480  4077.500  3  4 R1   60  1
24517.4320  4077.619  3  4 R2   60  1
24514.7710  4078.061  2  3 R1   64  1
24514.1680  4078.162  2  3 R2   64  1
24513.0840  4078.342  1  2 R1   69  1
24512.5590  4078.429  1  2 R2   69  1
24508.7750  4079.059 15 15 R1   11  1
24508.2110  4079.153 15 15 R2   11  1
24507.7580  4079.228 15 15 R1   10  1
24507.1760  4079.325 15 15 R2   10  1
24506.5350  4079.432 15 15 R1    9  1
24506.4430  4079.447  3  4 R1   59  1
24505.9530  4079.529 15 15 R2    9  1
24505.8260  4079.550  3  4 R2   59  1
24505.1330  4079.665 15 15 R1    8  1
24504.5430  4079.763 15 15 R2    8  1
24503.9900  4079.855  0  1 R1   74  1
24503.5250  4079.933  0  1 R2   74  1
24503.5180  4079.934 15 15 R1    7  1
24502.9510  4080.028 15 15 R2    7  1
24501.9920  4080.188  2  3 R1   63  1
24501.7190  4080.234 15 15 R1    6  1
24501.3340  4080.298  2  3 R2   63  1
24501.1760  4080.324 15 15 R2    6  1
24499.7380  4080.564 15 15 R1    5  1
24499.2210  4080.650 15 15 R2    5  1
24498.7710  4080.725  1  2 R1   68  1
24498.2210  4080.816  1  2 R2   68  1
24497.5700  4080.925 15 15 R1    4  1
24497.0980  4081.003 15 15 R2    4  1
24496.6250  4081.082  4  5 R1   55  1
24495.9800  4081.190  4  5 R2   55  1
24494.9860  4081.355  3  4 R1   58  1
24494.2890  4081.471  3  4 R2   58  1
24489.7540  4082.227  2  3 R1   62  1
24489.1390  4082.330  2  3 R2   62  1
24488.3240  4082.466  0  1 R1   73  1
24487.8120  4082.551  0  1 R2   73  1
24486.3830  4082.789  4  5 R1   54  1
24485.7520  4082.894  4  5 R2   54  1
24484.5780  4083.090  1  2 R1   67  1
24484.0390  4083.180  1  2 R2   67  1
24483.5330  4083.264  3  4 R1   57  1
24482.8550  4083.377  3  4 R2   57  1
24472.7580  4085.062  0  1 R1   72  1
24472.2290  4085.150  0  1 R2   72  1
24472.2290  4085.150  3  4 R1   56  1
24471.5230  4085.268  3  4 R2   56  1
24470.5140  4085.437  1  2 R1   66  1
24469.9690  4085.528  1  2 R2   66  1
24469.8980  4085.540 15 15 P1    4  1
24469.5680  4085.595 15 15 P2    4  1
24468.8460  4085.715  5  6 R1   51  1
24468.4880  4085.775  5  6 R2   51  1
24466.1740  4086.162  4  5 R1   52  1
24465.9730  4086.195 15 15 P1    5  1
24465.5640  4086.263 15 15 P2    5  1
24465.5390  4086.268  4  5 R2   52  1
24462.9980  4086.692  2  3 R1   60  1
24462.5960  4086.759  2  3 R2   60  1
24461.8590  4086.882 15 15 P1    6  1
24461.4040  4086.958 15 15 P2    6  1
24461.0680  4087.014  3  4 R1   55  1
24460.2750  4087.147  3  4 R2   55  1
24457.5550  4087.601 15 15 P1    7  1
24457.0550  4087.685 15 15 P2    7  1
24456.6740  4087.749  1  2 R1   65  1
24456.1110  4087.843  1  2 R2   65  1
24453.0430  4088.356 15 15 P1    8  1
24452.5210  4088.443 15 15 P2    8  1
24448.3810  4089.135 15 15 P1    9  1
24447.8220  4089.229 15 15 P2    9  1
24446.3280  4089.479  4  5 R1   50  1
24445.6580  4089.591  4  5 R2   50  1
24443.5000  4089.952 15 15 P1   10  1
24442.9470  4090.044 15 15 P2   10  1
24442.8140  4090.067  1  2 R1   64  1
24442.1990  4090.170  0  1 R1   70  1
24442.1990  4090.170  1  2 R2   64  1
24441.5350  4090.281  0  1 R2   70  1
24438.4260  4090.801 15 15 P1   11  1
24437.8690  4090.894 15 15 P2   11  1
24436.5510  4091.115  4  5 R1   49  1
24435.8830  4091.227  4  5 R2   49  1
24434.3400  4091.485  5  6 R1   47  1
24433.8340  4091.570  5  6 R2   47  1
24429.1110  4092.361  1  2 R1   63  1
24428.5900  4092.448  1  2 R2   63  1
24426.9020  4092.731  0  1 R1   69  1
24426.3030  4092.831  0  1 R2   69  1
24426.3030  4092.831  2  3 R1   57  1
24425.7380  4092.926  2  3 R2   57  1
24415.5840  4094.628  1  2 R1   62  1
24415.0430  4094.719  1  2 R2   62  1
24414.2110  4094.858  2  3 R1   56  1
24413.6820  4094.947  2  3 R2   56  1
24411.9300  4095.241  0  1 R1   68  1
24411.3960  4095.331  0  1 R2   68  1
24408.8220  4095.763  5  6 R1   44  1
24408.2640  4095.856  5  6 R2   44  1
24407.8360  4095.928  4  5 R1   46  1
24407.1250  4096.047  4  5 R2   46  1
24400.4530  4097.167  5  6 R1   43  1
24399.9060  4097.259  5  6 R2   43  1
24398.4690  4097.500  4  5 R1   45  1
24397.7360  4097.624  4  5 R2   45  1
24397.1190  4097.727  0  1 R1   67  1
24396.5740  4097.819  0  1 R2   67  1
24394.0490  4098.243  3  4 R1   49  1
24393.5530  4098.326  3  4 R2   49  1
24392.1760  4098.558  5  6 R1   42  1
24391.6020  4098.654  5  6 R2   42  1
24390.4390  4098.849  2  3 R1   54  1
24389.9040  4098.939  2  3 R2   54  1
24382.4000  4100.201  0  1 R1   66  1
24381.9020  4100.285  0  1 R2   66  1
24380.0780  4100.591  4  5 R1   43  1
24379.3260  4100.718  4  5 R2   43  1
24378.7400  4100.816  2  3 R1   53  1
24378.2070  4100.906  2  3 R2   53  1
24375.8110  4101.309  1  2 R1   59  1
24375.2700  4101.400  1  2 R2   59  1
24371.0550  4102.110  4  5 R1   42  1
24370.2850  4102.239  4  5 R2   42  1
24364.2400  4103.257  3  4 R1   46  1
24363.7300  4103.343  3  4 R2   46  1
24362.8050  4103.499  1  2 R1   58  1
24362.2600  4103.590  1  2 R2   58  1
24361.3610  4103.742  4  5 R1   41  1
24360.7270  4103.849  4  5 R2   41  1
24359.8500  4103.996  5  6 R1   38  1
24359.2770  4104.093  5  6 R2   38  1
24355.7320  4104.690  2  3 R1   51  1
24355.2050  4104.779  2  3 R2   51  1
24354.2620  4104.938  3  4 R1   45  1
24353.8050  4105.015  3  4 R2   45  1
24353.4750  4105.071  0  1 R1   64  1
24352.9280  4105.163  0  1 R2   64  1
24351.9750  4105.324  5  6 R1   37  1
24351.4160  4105.418  5  6 R2   37  1
24349.9820  4105.660  1  2 R1   57  1
24349.4610  4105.747  1  2 R2   57  1
24339.1990  4107.479  0  1 R1   63  1
24338.7090  4107.561  0  1 R2   63  1
24337.2870  4107.801  1  2 R1   56  1
24336.7170  4107.897  1  2 R2   56  1
24334.5410  4108.265  3  4 R1   43  1
24334.0740  4108.344  3  4 R2   43  1
24333.2420  4108.484  2  3 R1   49  1
24332.7150  4108.573  2  3 R2   49  1
24328.9450  4109.210  5  6 R1   34  1
24328.4940  4109.286  5  6 R2   34  1
24327.7170  4109.417  4  5 R1   37  1
24327.1130  4109.519  4  5 R2   37  1
24322.1820  4110.352  2  3 R1   48  1
24321.6500  4110.442  2  3 R2   48  1
24312.3030  4112.023  1  2 R1   54  1
24311.7770  4112.112  1  2 R2   54  1
24305.8570  4113.113  3  4 R1   40  1
24305.3200  4113.204  3  4 R2   40  1
24297.3340  4114.556  0  1 R1   60  1
24296.8730  4114.634  0  1 R2   60  1
24296.5800  4114.684  3  4 R1   39  1
24296.0350  4114.776  3  4 R2   39  1
24289.8280  4115.827  2  3 R1   45  1
24289.3540  4115.908  2  3 R2   45  1
24287.8960  4116.155  1  2 R1   52  1
24287.3670  4116.244  1  2 R2   52  1
24283.7300  4116.861  0  1 R1   59  1
24283.2030  4116.950  0  1 R2   59  1
24279.3520  4117.603  2  3 R1   44  1
24278.8140  4117.694  2  3 R2   44  1
24278.2340  4117.793  3  4 R1   37  1
24277.8320  4117.861  3  4 R2   37  1
24277.3420  4117.944  4  5 R1   31  1
24277.0120  4118.000  4  5 R2   31  1
24275.9140  4118.186  1  2 R1   51  1
24275.4000  4118.274  1  2 R2   51  1
24264.0700  4120.197  1  2 R1   50  1
24263.5680  4120.282  1  2 R2   50  1
24262.2480  4120.506  4  5 R1   29  1
24261.9750  4120.552  4  5 R2   29  1
24260.5120  4120.801  3  4 R1   35  1
24260.0510  4120.879  3  4 R2   35  1
24258.7480  4121.100  2  3 R1   42  1
24258.2270  4121.189  2  3 R2   42  1
24256.7500  4121.440  0  1 R1   57  1
24256.2910  4121.518  0  1 R2   57  1
24254.8480  4121.763  4  5 R1   28  1
