wno(vac) wavel(air) v  v Branch N" noINmeanVALUE
25989.5980  3846.644  6  6 P2   12  1
25989.4365  3846.668  0  0 R1   31  2
25989.1285  3846.714  0  0 R2   31  2
25988.3300  3846.832  4  4 P1   14  1
25988.1560  3846.858  4  4 P2   14  1
25987.2275  3846.995  1  1 R1   20  2
25987.1005  3847.014  1  1 R2   20  2
25987.0370  3847.023  6  6 P1   13  1
25986.8550  3847.050  6  6 P2   13  1
25986.0860  3847.164  4  4 P1   15  1
25985.9080  3847.190  4  4 P2   15  1
25985.2110  3847.294  2  2 R1    8  2
25985.1520  3847.302  2  2 R2    8  2
25984.3500  3847.421  6  6 P1   14  1
25984.1210  3847.455  6  6 P2   14  1
25983.9410  3847.482  4  4 P1   16  1
25983.7460  3847.511  4  4 P2   16  1
25983.6170  3847.530  7  7 P1    1  1
25983.6170  3847.530  7  7 P2    1  1
25982.6600  3847.671  8  8 R1   17  1
25982.2500  3847.732  8  8 R2   17  1
25981.8850  3847.786  4  4 P1   17  1
25981.7070  3847.813  4  4 P2   17  1
25981.7070  3847.813  6  6 P1   15  1
25981.4900  3847.845  6  6 P2   15  1
25981.4100  3847.856  0  0 R1   30  2
25981.0900  3847.904  0  0 R2   30  2
25980.8810  3847.935  1  1 R1   19  1
25980.6560  3847.968  1  1 R2   19  1
25980.4045  3848.005  2  2 R1    7  2
25980.3545  3848.013  2  2 R2    7  2
25980.1350  3848.045  7  7 P1    2  1
25980.1350  3848.045  7  7 P2    2  1
25979.9320  3848.075  4  4 P1   18  1
25979.7170  3848.107  4  4 P2   18  1
25979.1640  3848.189  6  6 P1   16  1
25978.9180  3848.226  6  6 P2   16  1
25978.0800  3848.350  4  4 P1   19  1
25977.8460  3848.384  4  4 P2   19  1
25977.2500  3848.473  3  3 P1    6  1
25977.1620  3848.486  3  3 P2    6  1
25976.6890  3848.556  7  7 P1    3  1
25976.6890  3848.556  7  7 P2    3  1
25976.0760  3848.647  4  4 P1   20  1
25975.7245  3848.699  2  2 R1    6  2
25975.6785  3848.706  2  2 R2    6  2
25974.9610  3848.812  8  8 R1   15  1
25974.6620  3848.856  8  8 R2   15  1
25974.5405  3848.874  1  1 R1   18  2
25974.4290  3848.891  1  1 R2   18  2
25974.2480  3848.917  3  3 P1    7  1
25974.1450  3848.933  3  3 P2    7  1
25973.5050  3849.028  0  0 R1   29  2
25973.2910  3849.059  7  7 P1    4  1
25973.2910  3849.059  7  7 P2    4  1
25973.2305  3849.068  0  0 R2   29  2
25971.3650  3849.345  3  3 P2    8  1
25971.1945  3849.370  2  2 R1    5  2
25971.1495  3849.377  2  2 R2    5  2
25969.9390  3849.556  7  7 P1    5  1
25969.9390  3849.556  7  7 P2    5  1
25968.5880  3849.756  3  3 P1    9  1
25968.4450  3849.778  3  3 P2    9  1
25968.4055  3849.783  1  1 R1   17  2
25968.2970  3849.800  1  1 R2   17  2
25967.3140  3849.945  8  8 R1   13  1
25966.9550  3849.998  8  8 R2   13  1
25966.7500  3850.029  2  2 R1    4  1
25966.7500  3850.029  2  2 R2    4  1
25966.6330  3850.046  7  7 P1    6  1
25966.6330  3850.046  7  7 P2    6  1
25965.9220  3850.152  3  3 P1   10  1
25965.7680  3850.174  3  3 P2   10  1
25965.7620  3850.175  0  0 R1   28  2
25965.4805  3850.217  0  0 R2   28  2
25963.5040  3850.510  8  8 R1   12  1
25963.3690  3850.530  7  7 P1    7  1
25963.3690  3850.530  7  7 P2    7  1
25962.4120  3850.672  2  2 R1    3  1
25962.4120  3850.672  2  2 R2    3  1
25962.3600  3850.680  1  1 R1   16  2
25962.2675  3850.694  1  1 R2   16  2
25960.9340  3850.891  3  3 P1   12  1
25960.7420  3850.920  3  3 P2   12  1
25960.1500  3851.008  7  7 P1    8  1
25960.1500  3851.008  7  7 P2    8  1
25959.7150  3851.072  8  8 R1   11  1
25959.3890  3851.121  8  8 R2   11  1
25958.5980  3851.238  3  3 P1   13  1
25958.4020  3851.267  3  3 P2   13  1
25958.2190  3851.294  2  2 R1    2  1
25958.2190  3851.294  2  2 R2    2  1
25958.1475  3851.305  0  0 R1   27  2
25957.8815  3851.344  0  0 R2   27  2
25956.9770  3851.478  7  7 P1    9  1
25956.9770  3851.478  7  7 P2    9  1
25956.4770  3851.553  1  1 R1   15  1
25956.3750  3851.568  3  3 P1   14  1
25956.2870  3851.581  1  1 R2   15  1
25956.1680  3851.598  3  3 P2   14  1
25955.9430  3851.632  8  8 R1   10  1
25955.6350  3851.678  8  8 R2   10  1
25954.2750  3851.879  3  3 P1   15  2
25954.1430  3851.899  2  2 R1    1  1
25954.1430  3851.899  2  2 R2    1  1
25954.0800  3851.908  3  3 P2   15  1
25953.8480  3851.943  7  7 P1   10  1
25953.8480  3851.943  7  7 P2   10  1
25952.2770  3852.176  3  3 P1   16  1
25952.1910  3852.189  8  8 R1    9  1
25952.0290  3852.213  3  3 P2   16  1
25951.9000  3852.232  8  8 R2    9  1
25950.7600  3852.401  7  7 P1   11  1
25950.7600  3852.401  7  7 P2   11  1
25950.5860  3852.427  0  0 R1   26  2
25950.4600  3852.446  0  0 R2   26  2
25948.6150  3852.720  3  3 P1   18  1
25948.4510  3852.744  8  8 R1    8  1
25948.3590  3852.758  3  3 P2   18  1
25948.1860  3852.783  8  8 R2    8  1
25947.7150  3852.853  7  7 P1   12  1
25947.7150  3852.853  7  7 P2   12  1
25946.9730  3852.963  3  3 P1   19  1
25946.6700  3853.008  3  3 P2   19  1
25945.0287  3853.252  1  1 R1   13  3
25944.9335  3853.266  1  1 R2   13  2
25944.7110  3853.299  7  7 P1   13  1
25944.7110  3853.299  7  7 P2   13  1
25944.4900  3853.332  8  8 R2    7  1
25943.9610  3853.411  3  3 P1   21  1
25943.6640  3853.455  3  3 P2   21  1
25943.2610  3853.515  0  0 R1   25  2
25943.0400  3853.548  0  0 R2   25  2
25942.6450  3853.606  2  2 P1    1  1
25942.6450  3853.606  2  2 P2    1  1
25942.6390  3853.607  3  3 P1   22  1
25942.3200  3853.654  3  3 P2   22  1
25941.7380  3853.741  7  7 P1   14  1
25941.7380  3853.741  7  7 P2   14  1
25941.4180  3853.788  3  3 P1   23  1
25941.0900  3853.837  3  3 P2   23  1
25941.0390  3853.845  8  8 R1    6  1
25940.8180  3853.878  8  8 R2    6  1
25940.3160  3853.952  3  3 P1   24  1
25939.9790  3854.002  3  3 P2   24  1
25939.4420  3854.082  1  1 R1   12  3
25939.3300  3854.099  1  1 R2   12  3
25939.0530  3854.140  2  2 P1    2  1
25939.0530  3854.140  2  2 P2    2  1
25938.8050  3854.177  7  7 P1   15  1
25938.8050  3854.177  7  7 P2   15  1
25937.3610  3854.391  8  8 R1    5  1
25937.1680  3854.420  8  8 R2    5  1
25935.9540  3854.600  0  0 R1   24  2
25935.8980  3854.609  7  7 P1   16  1
25935.8980  3854.609  7  7 P2   16  1
25935.8350  3854.618  0  0 R2   24  2
25935.5840  3854.655  2  2 P1    3  1
25935.5840  3854.655  2  2 P2    3  1
25934.0790  3854.879  1  1 R1   11  2
25933.9435  3854.899  1  1 R2   11  2
25933.7070  3854.934  8  8 R1    4  1
25933.5390  3854.959  8  8 R2    4  1
25933.0640  3855.030  7  7 P1   17  1
25932.9750  3855.043  7  7 P2   17  1
25932.2340  3855.153  2  2 P1    4  1
25932.2340  3855.153  2  2 P2    4  1
25930.7380  3855.376  2  2 P1   58  1
25930.1740  3855.460  2  2 P2   58  1
25929.0060  3855.633  2  2 P1    5  1
25929.0060  3855.633  2  2 P2    5  1
25928.8595  3855.655  0  0 R1   23  2
25928.7930  3855.665  1  1 R1   10  1
25928.7410  3855.673  0  0 R2   23  2
25928.6560  3855.685  1  1 R2   10  1
25927.6890  3855.829  2  2 P1   57  1
25927.0680  3855.921  0  0 P1   80  1
25926.5250  3856.002  0  0 P2   80  1
25925.9113  3856.093  2  2 P1    6  3
25925.9113  3856.093  2  2 P2    6  3
25924.7150  3856.271  2  2 P1   56  1
25924.2170  3856.345  2  2 P2   56  1
25923.5800  3856.440  1  1 R1    9  1
25923.5800  3856.440  1  1 R2    9  1
25922.9030  3856.541  2  2 P1    7  2
25922.9030  3856.541  2  2 P2    7  2
25921.9030  3856.690  0  0 R1   22  3
25921.7507  3856.712  0  0 R2   22  3
25920.0920  3856.959  0  0 P1   79  1
25920.0645  3856.963  2  2 P1    8  2
25920.0235  3856.969  2  2 P2    8  2
25919.6310  3857.028  0  0 P2   79  1
25918.5745  3857.185  1  1 R1    8  2
25918.5165  3857.194  1  1 R2    8  2
25917.3187  3857.372  2  2 P1    9  3
25917.2893  3857.376  2  2 P2    9  3
25916.5350  3857.489  2  2 P1   53  1
25916.0200  3857.565  2  2 P2   53  1
25915.0347  3857.712  0  0 R1   21  3
25914.9090  3857.731  0  0 R2   21  2
25914.7300  3857.757  2  2 P1   10  1
25914.6290  3857.772  2  2 P2   10  1
25913.6650  3857.916  1  1 R1    7  2
25913.6145  3857.923  1  1 R2    7  2
25913.5620  3857.931  0  0 P1   78  1
25912.8380  3858.039  0  0 P2   78  1
25912.2037  3858.133  2  2 P1   11  3
25912.1640  3858.139  2  2 P2   11  3
25911.6540  3858.215  2  2 P1   51  1
25911.1430  3858.291  2  2 P2   51  1
25909.8360  3858.486  2  2 P1   12  2
25909.7765  3858.495  2  2 P2   12  2
25908.9035  3858.625  1  1 R1    6  2
25908.8810  3858.628  1  1 R2    6  1
25908.8050  3858.639  8  8 P1    2  1
25908.8050  3858.639  8  8 P2    2  1
25908.3400  3858.709  0  0 R1   20  3
25908.1940  3858.730  0  0 R2   20  3
25907.6220  3858.816  2  2 P1   13  2
25907.4905  3858.835  2  2 P2   13  2
25906.6890  3858.955  0  0 P1   77  1
25906.1860  3859.030  0  0 P2   77  1
25905.4910  3859.133  2  2 P1   14  2
25905.3545  3859.153  2  2 P2   14  2
25905.3460  3859.155  8  8 P1    3  1
25905.3460  3859.155  8  8 P2    3  1
25904.2490  3859.318  1  1 R1    5  2
25904.2050  3859.325  1  1 R2    5  2
25903.4785  3859.433  2  2 P1   15  2
25903.3310  3859.455  2  2 P2   15  2
25901.9630  3859.659  8  8 P1    4  1
25901.9630  3859.659  8  8 P2    4  1
25901.7597  3859.689  0  0 R1   19  3
25901.5950  3859.714  0  0 R2   19  3
25901.5800  3859.716  2  2 P1   16  1
25901.4240  3859.739  2  2 P2   16  1
25899.7950  3859.982  2  2 P1   17  1
25899.7110  3859.994  1  1 R1    4  1
25899.7110  3859.994  1  1 R2    4  1
25899.6660  3860.001  2  2 P2   17  1
25898.5740  3860.164  8  8 P1    5  1
25898.4450  3860.183  8  8 P2    5  1
25898.1720  3860.224  2  2 P1   18  2
25898.0010  3860.249  2  2 P2   18  2
25896.6465  3860.451  2  2 P1   19  2
25896.4650  3860.478  2  2 P2   19  2
25895.3360  3860.646  1  1 R1    3  1
25895.3360  3860.646  1  1 R2    3  1
25895.3020  3860.652  0  0 R1   18  3
25895.2130  3860.665  8  8 P1    6  1
25895.1953  3860.667  0  0 R2   18  3
25895.0570  3860.688  8  8 P2    6  1
25893.9600  3860.852  2  2 P1   21  2
25893.7590  3860.882  2  2 P2   21  2
25892.7990  3861.025  2  2 P1   22  2
25892.5760  3861.058  2  2 P2   22  2
25891.8710  3861.163  8  8 P1    7  1
25891.7680  3861.178  2  2 P1   23  1
25891.6880  3861.190  8  8 P2    7  1
25891.5020  3861.218  2  2 P2   23  1
25891.0510  3861.285  1  1 R1    2  2
25891.0510  3861.285  1  1 R2    2  2
25890.7970  3861.323  2  2 P1   24  1
25890.5570  3861.359  2  2 P2   24  1
25889.6000  3861.502  2  2 P2   25  1
25889.0185  3861.589  0  0 R1   17  2
25888.8085  3861.620  0  0 R2   17  2
25888.5490  3861.659  8  8 P1    8  1
25888.3480  3861.689  8  8 P2    8  1
25885.2620  3862.149  8  8 P1    9  1
25885.0290  3862.184  8  8 P2    9  1
25883.8250  3862.363  1  1 P1   60  2
25883.3135  3862.440  1  1 P2   60  2
25882.7967  3862.517  0  0 R1   16  3
25882.6653  3862.536  0  0 R2   16  3
25881.9900  3862.637  8  8 P1   10  1
25881.7360  3862.675  8  8 P2   10  1
25881.3630  3862.731  0  0 P1   73  2
25880.8720  3862.804  0  0 P2   73  2
25879.9790  3862.937  1  1 P1   59  1
25879.4820  3863.012  1  1 P2   59  1
25878.7420  3863.122  8  8 P1   11  1
25878.4750  3863.162  7  7 P1   41  1
25878.4650  3863.163  8  8 P2   11  1
25877.7970  3863.263  7  7 P2   41  1
25876.7427  3863.420  0  0 R1   15  3
25876.6100  3863.440  0  0 R2   15  3
25876.2540  3863.493  1  1 P1   58  1
25875.7770  3863.565  1  1 P2   58  1
25875.5140  3863.604  8  8 P1   12  1
25875.3540  3863.628  0  0 P1   72  1
25875.2230  3863.647  8  8 P2   12  1
25874.8610  3863.701  0  0 P2   72  1
25872.6600  3864.030  1  1 P1   57  1
25872.3110  3864.082  8  8 P1   13  1
25872.2030  3864.098  1  1 P2   57  1
25871.9940  3864.130  8  8 P2   13  1
25871.7470  3864.166  1  1 P1    2  2
25871.7470  3864.166  1  1 P2    2  2
25870.6070  3864.337  0  0 R1   14  3
25870.5990  3864.338  0  0 R2   14  3
25869.1330  3864.557  8  8 P1   14  1
25868.7910  3864.608  8  8 P2   14  1
25868.1807  3864.699  1  1 P1    3  3
25868.1807  3864.699  1  1 P2    3  3
25865.9670  3865.030  8  8 P1   15  1
25865.8830  3865.043  9  9 R1   15  1
25865.8670  3865.045  1  1 P1   55  2
25865.7790  3865.058  9  9 R2   15  1
25865.3690  3865.119  1  1 P2   55  2
25864.9487  3865.182  0  0 R1   13  3
25864.9043  3865.189  0  0 R2   13  3
25863.7175  3865.366  0  0 P1   70  2
25863.2550  3865.435  0  0 P2   70  2
25862.8120  3865.501  8  8 P1   16  1
25862.6025  3865.533  1  1 P1   54  2
25862.5430  3865.542  9  9 R1   14  1
25862.4450  3865.556  9  9 R2   14  1
25862.1365  3865.602  1  1 P2   54  2
25861.6000  3865.683  1  1 P1    5  3
25861.6000  3865.683  1  1 P2    5  3
25859.6840  3865.969  8  8 P1   17  1
25859.3230  3866.023  0  0 R1   12  3
25859.2377  3866.036  0  0 R2   12  3
25859.0840  3866.059  9  9 R2   13  1
25858.5020  3866.146  1  1 P1    6  3
25858.5020  3866.146  1  1 P2    6  3
25858.1310  3866.201  0  0 P1   69  1
25857.6270  3866.277  0  0 P2   69  1
25856.5800  3866.433  1  1 P1   52  1
25856.5740  3866.434  8  8 P1   18  1
25856.1860  3866.492  8  8 P2   18  1
25856.0880  3866.507  1  1 P2   52  1
25855.8280  3866.546  9  9 R1   12  1
25855.7250  3866.561  9  9 R2   12  1
25855.5290  3866.590  1  1 P1    7  3
25855.5290  3866.590  1  1 P2    7  3
25853.7853  3866.851  0  0 R1   11  3
25853.7443  3866.857  0  0 R2   11  3
25853.4820  3866.896  8  8 P1   19  1
25853.2460  3866.932  1  1 P2   51  1
25853.0860  3866.956  8  8 P2   19  1
25852.6830  3867.016  1  1 P1    8  2
25852.6830  3867.016  1  1 P2    8  2
25852.6500  3867.021  0  0 P1   68  1
25852.4490  3867.051  9  9 R1   11  1
25852.3460  3867.066  9  9 R2   11  1
25852.1370  3867.098  0  0 P2   68  1
25850.9840  3867.270  1  1 P1   50  1
25850.5390  3867.337  1  1 P2   50  1
25850.4060  3867.357  8  8 P1   20  1
25849.9870  3867.419  1  1 P1    9  3
25849.9583  3867.424  1  1 P2    9  3
25849.0590  3867.558  9  9 R1   10  1
25848.9570  3867.573  9  9 R2   10  1
25848.4217  3867.653  0  0 R1   10  3
25848.3383  3867.666  0  0 R2   10  3
25847.4105  3867.805  1  1 P1   10  2
25847.3615  3867.812  1  1 P2   10  2
25847.3180  3867.819  0  0 P1   67  1
25846.9320  3867.876  8  8 P2   21  1
25846.7830  3867.899  0  0 P2   67  1
25846.1000  3868.001  1  1 P1   48  2
25845.6560  3868.067  9  9 R1    9  1
25845.6290  3868.071  1  1 P2   48  2
25845.5610  3868.082  9  9 R2    9  1
25844.9675  3868.170  1  1 P1   11  2
25844.9130  3868.179  1  1 P2   11  2
25844.3030  3868.270  8  8 P1   22  1
25843.8770  3868.334  8  8 P2   22  1
25843.1273  3868.446  0  0 R1    9  3
25843.0890  3868.452  0  0 R2    9  3
25842.6455  3868.518  1  1 P1   12  2
25842.5860  3868.527  1  1 P2   12  2
25842.2440  3868.578  9  9 R1    8  1
25842.1520  3868.592  9  9 R2    8  1
25842.0430  3868.608  0  0 P1   66  1
25841.5660  3868.680  0  0 P2   66  1
25841.2640  3868.725  8  8 P1   23  1
25840.9200  3868.776  1  1 P1   46  1
25840.8400  3868.788  8  8 P2   23  1
25840.7270  3868.805  1  1 P2   46  1
25840.4940  3868.840  1  1 P1   13  2
25840.3715  3868.858  1  1 P2   13  2
25839.0370  3869.058  1  1 P1   45  1
25838.8220  3869.090  9  9 R1    7  1
25838.7360  3869.103  9  9 R2    7  1
25838.7380  3869.103  1  1 P2   45  1
25838.4260  3869.150  1  1 P1   14  2
25838.2770  3869.172  1  1 P2   14  2
25838.0105  3869.212  0  0 R1    8  2
25837.9560  3869.220  0  0 R2    8  2
25837.1370  3869.343  1  1 P1   44  1
25836.8650  3869.383  1  1 P2   44  1
25836.5080  3869.437  1  1 P1   15  2
25836.3645  3869.458  1  1 P2   15  2
25835.3570  3869.609  9  9 R1    6  1
25835.3570  3869.609  9  9 R2    6  1
25835.3200  3869.615  1  1 P1   43  1
25834.9280  3869.674  1  1 P2   43  1
25834.7245  3869.704  1  1 P1   16  2
25834.5440  3869.731  1  1 P2   16  2
25833.6310  3869.868  1  1 P1   42  1
25833.2710  3869.922  1  1 P2   42  1
25833.0335  3869.957  0  0 R1    7  2
25832.9055  3869.977  0  0 R2    7  2
25832.0430  3870.106  1  1 P1   41  1
25831.9260  3870.123  9  9 R1    5  1
25831.9260  3870.123  9  9 R2    5  1
25831.7070  3870.156  1  1 P2   41  1
25831.5070  3870.186  1  1 P1   18  2
25831.3135  3870.215  1  1 P2   18  2
25830.6090  3870.321  1  1 P1   40  1
25830.1005  3870.397  1  1 P1   19  2
25829.9030  3870.426  1  1 P2   19  2
25829.2870  3870.519  1  1 P1   39  1
25828.9940  3870.563  1  1 P2   39  1
25828.8360  3870.586  1  1 P1   20  1
25828.6110  3870.620  1  1 P2   20  1
25828.4880  3870.638  9  9 R1    4  1
25828.4880  3870.638  9  9 R2    4  1
25828.0570  3870.703  0  0 R1    6  2
25828.0570  3870.703  0  0 R2    6  2
25827.6930  3870.758  1  1 P1   21  1
25827.4610  3870.792  1  1 P2   21  1
25827.0590  3870.853  1  1 P1   37  1
25826.6740  3870.910  1  1 P1   22  1
25826.4380  3870.946  1  1 P2   22  1
25826.1290  3870.992  1  1 P1   36  1
25825.7770  3871.045  1  1 P1   23  1
25825.5430  3871.080  1  1 P2   23  1
25825.3090  3871.115  1  1 P1   35  1
25825.0450  3871.154  9  9 R1    3  1
25825.0450  3871.154  9  9 R2    3  1
25825.0120  3871.159  1  1 P1   24  1
25824.7790  3871.194  1  1 P2   24  1
25824.6310  3871.216  1  1 P1   34  1
25824.3750  3871.255  1  1 P1   25  1
25824.1290  3871.292  1  1 P2   25  1
25823.3730  3871.405  0  0 R1    5  2
25823.3730  3871.405  0  0 R2    5  2
25822.4845  3871.538  0  0 P1   62  2
25822.0080  3871.610  0  0 P2   62  2
25821.5960  3871.671  9  9 R1    2  1
25821.5960  3871.671  9  9 R2    2  1
25818.8063  3872.090  0  0 R1    4  3
25818.8063  3872.090  0  0 R2    4  3
25818.1430  3872.189  9  9 R1    1  1
25818.1430  3872.189  9  9 R2    1  1
25817.9590  3872.217  0  0 P1   61  2
25817.4940  3872.287  0  0 P2   61  2
25814.3710  3872.755  0  0 R1    3  2
25814.3710  3872.755  0  0 R2    3  2
25814.1415  3872.790  0  0 P1   60  2
25812.7260  3873.002  0  0 P2   60  2
25810.0257  3873.407  0  0 R1    2  3
25810.0257  3873.407  0  0 R2    2  3
25809.1440  3873.539  0  0 P1   59  2
25808.6945  3873.607  0  0 P2   59  2
25807.7620  3873.747  9  9 P1    1  1
25807.7620  3873.747  9  9 P2    1  1
25805.8420  3874.035  0  0 R1    1  3
25805.8420  3874.035  0  0 R2    1  3
25804.9970  3874.162  0  0 P1   58  2
25804.5700  3874.226  0  0 P2   58  2
25804.2930  3874.268  9  9 P1    2  1
25804.2930  3874.268  9  9 P2    2  1
25800.9900  3874.764  0  0 P1   57  2
25800.8220  3874.789  9  9 P1    3  1
25800.8220  3874.789  9  9 P2    3  1
25800.5680  3874.827  0  0 P2   57  2
25797.3500  3875.310  9  9 P1    4  1
25797.3500  3875.310  9  9 P2    4  1
25797.1060  3875.347  0  0 P1   56  2
25796.6690  3875.413  0  0 P2   56  2
25794.0880  3875.800  0  0 P1    1  3
25794.0880  3875.800  0  0 P2    1  3
25793.8710  3875.833  9  9 P1    5  1
25793.8710  3875.833  9  9 P2    5  1
25793.3570  3875.910  0  0 P1   55  2
25792.9250  3875.975  0  0 P2   55  2
25790.4347  3876.349  0  0 P1    2  3
25790.4347  3876.349  0  0 P2    2  3
25789.7450  3876.453  0  0 P1   54  2
25789.3180  3876.517  0  0 P2   54  2
25786.9253  3876.877  0  0 P1    3  3
25786.9253  3876.877  0  0 P2    3  3
25786.2630  3876.977  0  0 P1   53  2
25785.8430  3877.040  0  0 P2   53  2
25783.5497  3877.385  0  0 P1    4  3
25783.5497  3877.385  0  0 P2    4  3
25783.4200  3877.404  9  9 P1    8  1
25783.4200  3877.404  9  9 P2    8  1
25782.9110  3877.481  0  0 P1   52  2
25782.4970  3877.543  0  0 P2   52  2
25780.3360  3877.868  0  0 P1    5  3
25780.3360  3877.868  0  0 P2    5  3
25779.9450  3877.927  9  9 P1    9  1
25779.9450  3877.927  9  9 P2    9  1
25779.7120  3877.962  0  0 P1   51  2
25779.2920  3878.025  0  0 P2   51  2
25777.2090  3878.338  0  0 P1    6  3
25777.2090  3878.338  0  0 P2    6  3
25776.6280  3878.426  0  0 P1   50  2
25776.4730  3878.449  9  9 P1   10  1
25776.3980  3878.460  9  9 P2   10  1
25776.2315  3878.485  0  0 P2   50  2
25774.2373  3878.785  0  0 P1    7  3
25774.2373  3878.785  0  0 P2    7  3
25773.6970  3878.867  0  0 P1   49  2
25773.2950  3878.927  0  0 P2   49  2
25772.9630  3878.977  9  9 P1   11  1
25772.8770  3878.990  9  9 P2   11  1
25771.3467  3879.221  0  0 P1    8  3
25771.3467  3879.221  0  0 P2    8  3
25770.9090  3879.286  0  0 P1   48  2
25770.5030  3879.348  0  0 P2   48  2
25769.4550  3879.505  9  9 P1   12  1
25769.3650  3879.519  9  9 P2   12  1
25768.7483  3879.612  0  0 P1    9  3
25768.7160  3879.617  0  0 P2    9  3
25768.2380  3879.689  0  0 P1   47  2
25767.8505  3879.747  0  0 P2   47  2
25766.1823  3879.998  0  0 P1   10  3
25766.1510  3880.003  0  0 P2   10  3
25765.9410  3880.034  9  9 P1   13  1
25765.8500  3880.048  9  9 P2   13  1
25765.7180  3880.068  0  0 P1   46  2
25765.3310  3880.126  0  0 P2   46  2
25763.7610  3880.363  0  0 P1   11  3
25763.7277  3880.368  0  0 P2   11  3
25763.3240  3880.429  0  0 P1   45  2
25762.9435  3880.486  0  0 P2   45  2
25762.4180  3880.565  9  9 P1   14  1
25762.3240  3880.579  9  9 P2   14  1
25761.4747  3880.707  0  0 P1   12  3
25761.4350  3880.713  0  0 P2   12  3
25761.0765  3880.767  0  0 P1   44  2
25760.6990  3880.824  0  0 P2   44  2
25759.3327  3881.030  0  0 P1   13  3
25759.2963  3881.035  0  0 P2   13  3
25758.9600  3881.086  0  0 P1   43  2
25758.8850  3881.097  9  9 P1   15  1
25758.7930  3881.111  9  9 P2   15  1
25758.5895  3881.142  0  0 P2   43  2
25757.3113  3881.334  0  0 P1   14  3
25757.2733  3881.340  0  0 P2   14  3
25756.9795  3881.384  0  0 P1   42  2
25756.6340  3881.436  0  0 P2   42  2
25755.4395  3881.616  0  0 P1   15  2
25755.3800  3881.625  0  0 P2   15  2
25755.1050  3881.667  0  0 P1   41  1
25754.7660  3881.718  0  0 P2   41  1
25753.6200  3881.891  0  0 P1   16  2
25753.4765  3881.912  0  0 P2   16  2
25753.0700  3881.974  0  0 P2   40  1
25752.1905  3882.106  0  0 P1   17  2
25752.0050  3882.134  0  0 P2   17  2
25751.8200  3882.162  0  0 P1   39  1
25751.7850  3882.167  9  9 P1   17  1
25751.7010  3882.180  9  9 P2   17  1
25751.5040  3882.210  0  0 P2   39  1
25750.7190  3882.328  0  0 P1   18  2
25750.5340  3882.356  0  0 P2   18  2
25750.0820  3882.424  0  0 P2   38  1
25749.3920  3882.528  0  0 P1   19  2
25749.1990  3882.557  0  0 P2   19  2
25748.7990  3882.617  0  0 P2   37  1
25748.1980  3882.708  0  0 P1   20  2
25748.1910  3882.709  9  9 P1   18  1
25748.1910  3882.709  9  9 P2   18  1
25748.0090  3882.737  0  0 P2   20  2
25747.6480  3882.791  0  0 P2   36  1
25747.1560  3882.865  0  0 P1   21  2
25746.9570  3882.895  0  0 P2   21  2
25746.6450  3882.942  0  0 P2   35  1
25746.2460  3883.002  0  0 P1   22  1
25746.0530  3883.032  0  0 P2   22  1
25745.7660  3883.075  0  0 P2   34  1
25745.4750  3883.119  0  0 P1   23  1
25745.2830  3883.148  0  0 P2   23  1
25745.0270  3883.186  0  0 P2   33  1
25744.8320  3883.216  0  0 P1   24  1
25744.6560  3883.242  0  0 P2   24  1
25744.6020  3883.250  9  9 P1   19  1
25744.6020  3883.250  9  9 P2   19  1
25741.8710  3883.662 10 10 R1   22  1
25741.1890  3883.765 10 10 R2   22  1
25741.0000  3883.794  9  9 P1   20  1
25741.0000  3883.794  9  9 P2   20  1
25739.3610  3884.041 10 10 R1   21  1
25738.6620  3884.147 10 10 R2   21  1
25737.3850  3884.339  9  9 P1   21  1
25737.3850  3884.339  9  9 P2   21  1
25736.8010  3884.427 10 10 R1   20  1
25736.0720  3884.538 10 10 R2   20  1
25734.1860  3884.822 10 10 R1   19  1
25733.7420  3884.889  9  9 P1   22  1
25733.7420  3884.889  9  9 P2   22  1
25733.4390  3884.935 10 10 R2   19  1
25731.5210  3885.225 10 10 R1   18  1
25730.7560  3885.340 10 10 R2   18  1
25730.0720  3885.443  9  9 P1   23  1
25730.0720  3885.443  9  9 P2   23  1
25728.8120  3885.634 10 10 R1   17  1
25728.0230  3885.753 10 10 R2   17  1
25726.3650  3886.003  9  9 P1   24  1
25726.3650  3886.003  9  9 P2   24  1
25726.0590  3886.049 10 10 R1   16  1
25725.2460  3886.172 10 10 R2   16  1
25723.2600  3886.472 10 10 R1   15  1
25722.5640  3886.577 10 10 R2   15  1
25720.4200  3886.901 10 10 R1   14  1
25719.5590  3887.032 10 10 R2   14  1
25718.8730  3887.135  9  9 P1   26  1
25718.7150  3887.159  9  9 P2   26  1
25717.5390  3887.337 10 10 R1   13  1
25716.6480  3887.472 10 10 R2   13  1
25714.9630  3887.726  9  9 P1   27  1
25714.7660  3887.756  9  9 P2   27  1
25714.6190  3887.778 10 10 R1   12  1
25713.6990  3887.917 10 10 R2   12  1
25711.6640  3888.225 10 10 R1   11  1
25710.7070  3888.370 10 10 R2   11  1
25708.6700  3888.678 10 10 R1   10  1
25707.6800  3888.828 10 10 R2   10  1
25705.6430  3889.136 10 10 R1    9  1
25704.6150  3889.291 10 10 R2    9  1
25702.5780  3889.600 10 10 R1    8  1
25701.5140  3889.761 10 10 R2    8  1
25699.4800  3890.068 10 10 R1    7  1
25698.3810  3890.235 10 10 R2    7  1
25696.3440  3890.543 10 10 R1    6  1
25695.2210  3890.713 10 10 R2    6  1
25693.1660  3891.024 10 10 R1    5  1
